# Constructed from biom file
#OTU ID	13i	2i	33i	50i	59i	31i	2SM.DN	48SM.DN	8SM.DN	51SM.DN	33SM.DN	50SM.DN	13DAG.SM	39DAG.SM	59DAG.SM	7DAG.SM	26DAG.SM	27DAG.SM	48DN.AN	50DN.AN	51DN.AN	2DN.AE	38DN.AE	8DN.AE	21DN.AE	33DN.AE	45DN.AE	26DAG.AN	49DAG.AN	46DAG.AN	3DAG.AN	54DAG.AN	59DAG.AN	20DAG.AE	34DAG.AE	39DAG.AE	7DAG.AE	27DAG.AE	10DAG.AE
k__Bacteria;p__	0.00049862877088	0.00103580676846	0.000500023810658	0.000538909247683	0.000484246372057	0.000615289955391	0.000651006347312	0.000961254066844	0.000862956879993	0.00147816538559	0.000773042616452	0.0015027727215	0.000577085275447	0.00120514714458	0.000524806248856	0.000550167408083	0.000946490852749	0.000779144372272	0.00111383381599	0.00121715186464	0.000714303307963	0.000985895336079	0.000756178531907	0.000732517254851	0.00109347378397	0.000497779139225	0.000424115189686	0.000813291506913	0.000815026117882	0.000755767700875	0.000628327079152	0.00125186846039	0.000704747774481	0.000627389185561	0.000714105062707	0.000890207715134	0.00128931983963	0.000968444838996	0.000703340869128
k__Bacteria;p__Acidobacteria	0.000338355237383	0.000267881060809	0.000452402495357	0.000502981964504	0.000328037864942	0.000351594260224	0.000664568979548	0.000517598343685	0.000361885143223	0.000591266154236	0.000356788899901	0.000253989755747	0.000266347050206	0.00103020643004	9.76383718801e-05	0.000314381376047	0.000337106331116	0.000890450711168	0.000688551813524	0.000438972803639	0.000837459050716	0.000333932291253	0.00036886757654	0.00179059773408	0.00041916495052	0.000306325624138	0.000212057594843	0.000304984315092	0.000129663246027	0.000377883850438	0.000872676498822	0.000336322869955	0.000148367952522	0.00052525606233	0.00058021036345	0.000261825798569	0.000335576396616	0.000161407473166	0.00168299422256
k__Bacteria;p__Actinobacteria	0.00603696976173	0.0026609518707	0.00203581122911	0.00355680103471	0.0028429948295	0.00483442107808	0.00389247545164	0.00335206546387	0.00258887063998	0.00367429681561	0.00333002973241	0.00309020869492	0.00214187419541	0.00136065000194	0.00261182644779	0.00185485011868	0.00248940059901	0.00127207244453	0.00147836124668	0.00233453718299	0.00322668046011	0.00217851066198	0.00260051641461	0.00429743456179	0.0022598458202	0.00174222698729	0.00199334139152	0.00287556639944	0.00511243655763	0.00334128878282	0.00122174709835	0.00112107623318	0.0021884272997	0.00166331086405	0.001383578559	0.00167568511084	0.00247266818559	0.00209829715116	0.000979653353429
k__Bacteria;p__Bacteroidetes	0.375075684724	0.384087864988	0.316550788133	0.309585399152	0.311261071278	0.362537631573	0.315588889492	0.368456078083	0.409653982128	0.488026860377	0.351298315164	0.468822757482	0.346950326275	0.324476149749	0.453786538109	0.415517864722	0.440559077885	0.402825590917	0.404098908443	0.470658658739	0.397423581862	0.436115572376	0.408742161564	0.264259669228	0.544531719852	0.378637616787	0.414254511525	0.387155803416	0.366632089801	0.338166268894	0.41466096518	0.400018684604	0.336479970326	0.416484286089	0.386211821414	0.422028277186	0.464420071001	0.539867645872	0.340115548857
k__Bacteria;p__Chlorobi	0.000106849022331	0.000160728636485	3.57159864755e-05	0.0	0.0	2.1974641264e-05	0.000135626322357	0.000172532781228	5.56746374189e-05	0.000253399780387	0.0001982160555	0.000275155568725	1.10977937586e-05	0.000194378571706	1.2204796485e-05	1.57190688024e-05	0.0	3.97522638914e-05	8.10060957087e-05	0.000119719855538	2.46311485505e-05	3.18030753574e-05	0.00018443378827	0.000423232191692	5.46736891983e-05	1.91453515087e-05	0.000233263354327	8.71383757407e-05	0.000129663246027	0.000119331742243	0.000122174709835	0.000130792227205	0.000111275964392	5.83617847034e-05	0.000252912209709	6.98202129516e-05	0.000194281071725	0.00014123153902	7.53579502638e-05
k__Bacteria;p__Chloroflexi	8.90408519429e-05	0.00019644611126	0.000214295918853	0.000251490982252	0.000265554462096	0.000241721053904	0.000217002115771	0.00027112294193	0.000250535868385	0.000401216318946	0.000673934588702	0.000423316259578	0.000255249256448	0.000252692143218	0.000280710319155	0.00033010044485	0.000181518793678	0.00032596856391	0.000486036574252	0.000259393020332	0.000246311485505	0.000318030753574	0.000571744743637	0.00014650345097	0.000291593009058	0.00028718027263	0.000360497911233	0.000392122690833	0.000333419775497	0.000298329355609	0.000191988829741	0.000186846038864	0.000408011869436	0.000145904461758	0.000386806908966	0.000314190958282	0.000264928734171	0.000383342748769	0.000125596583773
k__Bacteria;p__Cyanobacteria	0.00121095558642	0.00892936869363	0.00215486451736	5.38909247683e-05	0.000218691909961	0.00140637704089	0.00135626322357	0.00561963916001	0.0050107173677	0.0244530788073	0.0143508424182	0.00950345002752	0.000244151462689	0.00233254286048	0.00158662354305	0.00425986764544	0.000816834571551	0.00027826584724	0.00593369651066	0.00558692659178	0.0136949185941	0.0150110515687	0.0090188122464	0.000569735642662	0.013777769678	0.00681574513708	0.00746442733847	0.0013651678866	0.000518652984107	0.000676213206046	0.00263548302644	0.00220478325859	0.00209569732938	0.000569027400858	0.000386806908966	0.00164077500436	0.00436249315601	0.00230005649262	0.00125596583773
k__Bacteria;p__Deferribacteres	0.00174520069808	0.000642914545942	0.0146911757703	7.18545663577e-05	0.0	0.00637264596655	0.0278033960831	0.00436261461106	0.00192077499095	4.22332967311e-05	0.0010703666997	2.11658129789e-05	0.0109091312647	0.0420829607744	0.000671263806676	0.0195545215901	0.0199281704202	0.062967586004	0.035602179064	0.00802123032105	0.0335229931772	0.00422980902253	0.00245296938399	0.0906205235057	0.00663374095606	0.011027722469	0.00212057594843	0.00747937725107	0.00107435260994	0.0024860779634	0.0788899554935	0.0278400597907	0.00999629080119	0.0278677521959	0.0455539521252	0.00755803805202	0.00785955244706	0.00121055604875	0.141899020347
k__Bacteria;p__Firmicutes	0.402126295544	0.352370747388	0.498714224487	0.420313285909	0.451708140025	0.345419386029	0.486844246731	0.571256038647	0.342844417226	0.444378748205	0.470188305253	0.476802268975	0.567840813246	0.562045640089	0.493745041801	0.497021236462	0.471858104166	0.474777188561	0.427003382004	0.389648223158	0.487869159339	0.448630082529	0.506399852453	0.56436384946	0.332416030326	0.349555827845	0.510359013508	0.521334378994	0.559626569851	0.597334924423	0.424941094336	0.486846038864	0.598052670623	0.484869707316	0.522591011203	0.523162855647	0.411240043095	0.411286417561	0.427078623461
k__Bacteria;p__Gemmatimonadetes	0.000160273533497	0.000232163586034	0.000285727891804	5.38909247683e-05	0.000171829357827	0.00010987320632	0.000176314219064	0.000295770482106	0.000306210505804	0.000527916209139	0.000336967294351	0.00019049231681	0.000455009544103	0.000369319286242	0.00031732470861	0.00033010044485	0.000764972059071	0.000540630788923	0.00028352133498	0.000279346329589	0.000689672159413	0.000159015376787	0.000147547030616	0.000162781612189	0.000200470193727	9.57267575433e-05	0.000190851835358	0.000304984315092	0.000203756529471	0.000417661097852	0.000558512959246	0.000635276532138	0.000574925816024	0.000218856692638	0.000223157832096	0.000471286437424	0.000229604902948	0.000423694617061	0.00032655111781
