# Constructed from biom file
#OTU ID	13i	2i	33i	50i	59i	31i	2SM.DN	48SM.DN	8SM.DN	51SM.DN	33SM.DN	50SM.DN	13DAG.SM	39DAG.SM	59DAG.SM	7DAG.SM	26DAG.SM	27DAG.SM	48DN.AN	50DN.AN	51DN.AN	2DN.AE	38DN.AE	8DN.AE	21DN.AE	33DN.AE	45DN.AE	26DAG.AN	49DAG.AN	46DAG.AN	3DAG.AN	54DAG.AN	59DAG.AN	20DAG.AE	34DAG.AE	39DAG.AE	7DAG.AE	27DAG.AE	10DAG.AE
k__Bacteria;p__;c__	0.00049862877088	0.00103580676846	0.000500023810658	0.000538909247683	0.000484246372057	0.000615289955391	0.000651006347312	0.000961254066844	0.000862956879993	0.00147816538559	0.000773042616452	0.0015027727215	0.000577085275447	0.00120514714458	0.000524806248856	0.000550167408083	0.000946490852749	0.000779144372272	0.00111383381599	0.00121715186464	0.000714303307963	0.000985895336079	0.000756178531907	0.000732517254851	0.00109347378397	0.000497779139225	0.000424115189686	0.000813291506913	0.000815026117882	0.000755767700875	0.000628327079152	0.00125186846039	0.000704747774481	0.000627389185561	0.000714105062707	0.000890207715134	0.00128931983963	0.000968444838996	0.000703340869128
k__Bacteria;p__Acidobacteria;c__BPC102	0.000178081703886	0.000142869899098	0.00029763322063	0.000197600057484	0.000124966805692	0.000197771771376	0.000461129496013	0.00027112294193	0.000306210505804	0.000274516428752	0.000237859266601	8.46632519155e-05	0.00015536911262	0.000874703572678	4.88191859401e-05	0.000235786032035	0.000285243818637	0.000826847088942	0.000607545717815	0.000279346329589	0.000738934456514	0.000159015376787	0.000276650682405	0.00156270347702	0.000291593009058	0.000172308163578	6.36172784528e-05	0.000232369001975	0.000111139925166	0.000318217979316	0.000837769438869	0.000298953662182	0.000111275964392	0.000437713385275	0.000535578797031	0.000174550532379	0.000176619156114	0.00014123153902	0.0016578749058
k__Bacteria;p__Acidobacteria;c__Solibacteres	0.00012465719272	7.14349495491e-05	8.33373017763e-05	0.000215563699073	7.81042535576e-05	6.59239237919e-05	8.1375793414e-05	0.000123237700877	2.78373187095e-05	0.000126699890193	9.91080277502e-05	8.46632519155e-05	2.21955875172e-05	5.83135715119e-05	1.2204796485e-05	4.71572064071e-05	2.59312562397e-05	1.59009055566e-05	2.02515239272e-05	9.97665462817e-05	4.92622971009e-05	0.000111310763751	5.5330136481e-05	0.000162781612189	3.64491261322e-05	5.7436054526e-05	6.36172784528e-05	5.80922504938e-05	0.0	5.96658711217e-05	1.74535299764e-05	1.86846038864e-05	3.70919881306e-05	4.37713385275e-05	1.48771888064e-05	3.49101064758e-05	8.83095780568e-05	0.0	2.51193167546e-05
k__Bacteria;p__Acidobacteria;c__Sva0725	3.56163407771e-05	5.35762121618e-05	7.14319729511e-05	8.98182079471e-05	0.000124966805692	8.78985650559e-05	0.000122063690121	0.000123237700877	2.78373187095e-05	0.00019004983529	1.982160555e-05	8.46632519155e-05	8.87823500688e-05	9.71892858531e-05	3.66143894551e-05	3.14381376047e-05	2.59312562397e-05	4.77027166697e-05	6.07545717815e-05	5.9859927769e-05	4.92622971009e-05	6.36061507148e-05	3.6886757654e-05	6.51126448756e-05	9.11228153305e-05	7.65814060346e-05	8.48230379371e-05	1.45230626234e-05	1.8523320861e-05	0.0	1.74535299764e-05	1.86846038864e-05	0.0	4.37713385275e-05	2.97543776128e-05	5.23651597137e-05	7.06476624455e-05	2.01759341458e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.000427396089326	0.000482185909456	0.000583361112434	0.00061076381404	0.00071855913273	0.000483442107808	0.000732382140726	0.000813368825791	0.00050107173677	0.000717966044429	0.000654112983152	0.000740803454261	0.00047720513162	0.000680325000972	0.000353939098066	0.000361538582454	0.000544556381034	0.000453175808362	0.000607545717815	0.000738272442485	0.000862090199266	0.000810978421613	0.000516414607156	0.00110691496289	0.000583186018115	0.000612651248277	0.000318086392264	0.000290461252469	0.000314896454636	0.000397772474145	0.000349070599529	0.000616591928251	0.000408011869436	0.000700341416441	0.000312420964934	0.000226915692093	0.000370900227839	0.000221935275603	0.000452147701583
k__Bacteria;p__Actinobacteria;c__Coriobacteriia	0.0056095736724	0.00217876596125	0.00145245011667	0.00294603722067	0.00212443569677	0.00435097897027	0.00316009331091	0.00253869663808	0.00208779890321	0.00295633077118	0.00267591674926	0.00234940524066	0.00166466906379	0.000680325000972	0.00225788734973	0.00149331153622	0.00194484421798	0.000818896636163	0.000870815528869	0.00159626474051	0.00236459026084	0.00136753224037	0.00208410180745	0.00319051959891	0.00167665980208	0.00112957573901	0.00167525499926	0.00258510514697	0.00479754010299	0.00294351630867	0.000872676498822	0.000504484304933	0.00178041543027	0.000962969447606	0.00107115759406	0.00144876941875	0.00210176795775	0.00187636187555	0.000527505651846
k__Bacteria;p__Bacteroidetes;c__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.46475401755e-05	0.0	2.11166483656e-05	0.0	2.11658129789e-05	3.32933812758e-05	7.77514286825e-05	0.000134252761335	7.85953440118e-05	0.000103725024959	0.000135157697231	2.02515239272e-05	0.0	0.0	3.18030753574e-05	1.8443378827e-05	1.62781612189e-05	0.000182245630661	1.91453515087e-05	2.12057594843e-05	1.45230626234e-05	0.0	0.000119331742243	8.72676498822e-05	9.3423019432e-05	9.27299703264e-05	0.000145904461758	5.95087552256e-05	5.23651597137e-05	0.00012363340928	0.000201759341458	7.53579502638e-05
k__Bacteria;p__Bacteroidetes;c__BME43	1.78081703886e-05	0.0	4.76213153007e-05	0.000251490982252	0.000374900417077	0.000153822488848	0.000122063690121	2.46475401755e-05	8.35119561284e-05	2.11166483656e-05	0.00017839444995	8.46632519155e-05	0.0	9.71892858531e-05	0.000183071947275	4.71572064071e-05	1.29656281199e-05	0.00023056313057	0.000101257619636	3.99066185127e-05	4.92622971009e-05	4.77046130361e-05	0.00018443378827	0.0	0.0	9.57267575433e-05	0.000106028797421	2.90461252469e-05	1.8523320861e-05	3.97772474145e-05	3.49070599529e-05	3.73692077728e-05	7.41839762611e-05	0.0	5.95087552256e-05	3.49101064758e-05	1.76619156114e-05	2.01759341458e-05	5.02386335092e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.368646935214	0.375908563265	0.311621981999	0.304681324998	0.306449849259	0.356099061683	0.309322953399	0.360174504584	0.396319906467	0.475525804544	0.345074331021	0.45622909876	0.34091312647	0.313571511877	0.445584914872	0.407674049389	0.433220532369	0.395463471645	0.39273780352	0.458866252968	0.387866696224	0.42690858206	0.399114717816	0.258887876026	0.532594631044	0.371706999541	0.404224187289	0.379240734286	0.359445041307	0.330489260143	0.406318177851	0.391087443946	0.329043026706	0.409553824156	0.378832735766	0.413440390993	0.454229145693	0.527519974175	0.333182617433
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	0.0059301207394	0.00748281096526	0.00445259298062	0.00434720126464	0.00429573394567	0.00595512778254	0.00580480659686	0.00771468007493	0.0119143724076	0.0117197398429	0.00560951437066	0.0113872073826	0.00549340791051	0.00954398787078	0.00735949228047	0.00724649071789	0.00669026410984	0.00674993440876	0.0103890317746	0.0107747869984	0.00901500036947	0.00839601189435	0.00887126521579	0.00520901159005	0.0108436150243	0.00654771021596	0.0094365629705	0.00739223887533	0.00679805875597	0.00678202068417	0.00771446024959	0.00807174887892	0.00684347181009	0.00650733899443	0.00693276998378	0.00804677954268	0.00960808209258	0.0111169397143	0.0063049485054
k__Bacteria;p__Bacteroidetes;c__[Saprospirae]	0.000480820600492	0.000696490758103	0.000428591837707	0.00030538190702	0.000140587656404	0.00032961961896	0.000339065805892	0.000517598343685	0.00133619129805	0.000739082692795	0.000436075322101	0.0011006222749	0.000510498512896	0.00118570928741	0.000524806248856	0.000471572064071	0.000531590752914	0.000246464036127	0.000850564004941	0.000977712153561	0.000492622971009	0.00073147073322	0.00055330136481	0.00014650345097	0.000911228153305	0.000268034921121	0.000466526708654	0.000479261066574	0.000370466417219	0.000735879077168	0.000506152369317	0.00072869955157	0.000426557863501	0.000277218477341	0.000327298153741	0.000453831384186	0.000441547890284	0.00100879670729	0.000502386335092
k__Bacteria;p__Chlorobi;c__OPB56	0.000106849022331	0.000160728636485	3.57159864755e-05	0.0	0.0	2.1974641264e-05	0.000135626322357	0.000172532781228	5.56746374189e-05	0.000253399780387	0.0001982160555	0.000275155568725	1.10977937586e-05	0.000194378571706	1.2204796485e-05	1.57190688024e-05	0.0	3.97522638914e-05	8.10060957087e-05	0.000119719855538	2.46311485505e-05	3.18030753574e-05	0.00018443378827	0.000423232191692	5.46736891983e-05	1.91453515087e-05	0.000233263354327	8.71383757407e-05	0.000129663246027	0.000119331742243	0.000122174709835	0.000130792227205	0.000111275964392	5.83617847034e-05	0.000252912209709	6.98202129516e-05	0.000194281071725	0.00014123153902	7.53579502638e-05
k__Bacteria;p__Chloroflexi;c__Anaerolineae	8.90408519429e-05	0.00019644611126	0.000214295918853	0.000251490982252	0.000265554462096	0.000241721053904	0.000217002115771	0.00027112294193	0.000250535868385	0.000401216318946	0.000673934588702	0.000423316259578	0.000255249256448	0.000252692143218	0.000280710319155	0.00033010044485	0.000181518793678	0.00032596856391	0.000486036574252	0.000259393020332	0.000246311485505	0.000318030753574	0.000571744743637	0.00014650345097	0.000291593009058	0.00028718027263	0.000360497911233	0.000392122690833	0.000333419775497	0.000298329355609	0.000191988829741	0.000186846038864	0.000408011869436	0.000145904461758	0.000386806908966	0.000314190958282	0.000264928734171	0.000383342748769	0.000125596583773
k__Bacteria;p__Cyanobacteria;c__4C0d-2	0.00121095558642	0.00892936869363	0.00215486451736	5.38909247683e-05	0.000218691909961	0.00140637704089	0.00135626322357	0.00561963916001	0.0050107173677	0.0244530788073	0.0143508424182	0.00950345002752	0.000244151462689	0.00233254286048	0.00158662354305	0.00425986764544	0.000816834571551	0.00027826584724	0.00593369651066	0.00558692659178	0.0136949185941	0.0150110515687	0.0090188122464	0.000569735642662	0.013777769678	0.00681574513708	0.00746442733847	0.0013651678866	0.000518652984107	0.000676213206046	0.00263548302644	0.00220478325859	0.00209569732938	0.000569027400858	0.000386806908966	0.00164077500436	0.00436249315601	0.00230005649262	0.00125596583773
k__Bacteria;p__Deferribacteres;c__Deferribacteres	0.00174520069808	0.000642914545942	0.0146911757703	7.18545663577e-05	0.0	0.00637264596655	0.0278033960831	0.00436261461106	0.00192077499095	4.22332967311e-05	0.0010703666997	2.11658129789e-05	0.0109091312647	0.0420829607744	0.000671263806676	0.0195545215901	0.0199281704202	0.062967586004	0.035602179064	0.00802123032105	0.0335229931772	0.00422980902253	0.00245296938399	0.0906205235057	0.00663374095606	0.011027722469	0.00212057594843	0.00747937725107	0.00107435260994	0.0024860779634	0.0788899554935	0.0278400597907	0.00999629080119	0.0278677521959	0.0455539521252	0.00755803805202	0.00785955244706	0.00121055604875	0.141899020347
k__Bacteria;p__Firmicutes;c__Bacilli	0.0209067920362	0.0263952138584	0.0146554597838	0.011856003449	0.0182295327804	0.00648251917287	0.0238702327348	0.021763777975	0.0988224814186	0.0425922797534	0.150921704658	0.014011768192	0.040595729569	0.0227617307468	0.188881430402	0.0321926529072	0.0330234548213	0.0424156655722	0.0209603272646	0.0147255422312	0.00285721323185	0.00276686755609	0.204887495389	0.00190454486261	0.0354103260374	0.00562873334354	0.21627754098	0.123257232485	0.101859741414	0.21169451074	0.0707740640545	0.03355754858	0.25446958457	0.0129271353118	0.185994614458	0.0855995810787	0.0410462918808	0.0700306674199	0.0118563175082
k__Bacteria;p__Firmicutes;c__Clostridia	0.369483919222	0.318242700241	0.481022905853	0.402511317094	0.429479669463	0.329355923265	0.459759670157	0.545524006704	0.226456587701	0.391333727511	0.314945490585	0.459848452779	0.526401651352	0.538934027913	0.295807652407	0.463209519468	0.438692027435	0.431987851708	0.403147086818	0.372209030868	0.477154609719	0.443716507386	0.299336038362	0.561059382732	0.292504237211	0.339485372951	0.291854867782	0.39409782735	0.341329233505	0.306205250597	0.351932978445	0.453176382661	0.3396884273	0.471665353527	0.335272326941	0.437301448769	0.369805189071	0.322229844242	0.414745038935
k__Bacteria;p__Firmicutes;c__Erysipelotrichi	0.0117355842861	0.00773283328869	0.00303585885042	0.0059459653661	0.00399893778215	0.0095809435911	0.00321434383985	0.00396825396825	0.0175653481057	0.010452740941	0.00432111000991	0.00294204800406	0.000843432325654	0.000349881429071	0.00905595899188	0.00161906408664	0.000142621909318	0.000373671280579	0.00289596792159	0.00271365005886	0.0078573363876	0.00214670758662	0.00217631870159	0.00139992186483	0.00450146707733	0.00444172155001	0.00222660474585	0.00397931915882	0.116437594932	0.0794351630867	0.00223405183698	0.000112107623318	0.00389465875371	0.000277218477341	0.00132406980377	0.000261825798569	0.00038856214345	0.0190259058994	0.000477267018337
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1	0.000160273533497	0.00019644611126	0.000202390590028	5.38909247683e-05	0.000140587656404	8.78985650559e-05	0.000162751586828	0.00027112294193	0.000278373187095	0.000464566264043	0.000336967294351	0.00019049231681	0.000233053668931	0.000291567857559	0.00019527674376	0.000172909756826	0.000220415678038	0.000222612677792	0.000182263715345	0.000199533092563	0.000172418039853	0.000143113839108	0.000147547030616	0.000162781612189	0.000200470193727	5.7436054526e-05	0.000190851835358	0.000304984315092	0.00018523320861	0.00035799522673	0.000314163539576	0.000336322869955	0.000408011869436	0.000204266246462	0.000223157832096	0.000436376330948	0.000211942987336	0.000423694617061	0.000301431801055
k__Bacteria;p__Gemmatimonadetes;c__Gemm-2	0.0	3.57174747745e-05	8.33373017763e-05	0.0	3.12417014231e-05	2.1974641264e-05	1.35626322357e-05	2.46475401755e-05	2.78373187095e-05	6.33499450967e-05	0.0	0.0	0.000221955875172	7.77514286825e-05	0.00012204796485	0.000157190688024	0.000544556381034	0.000318018111131	0.000101257619636	7.98132370254e-05	0.00051725411956	1.59015376787e-05	0.0	0.0	0.0	3.82907030173e-05	0.0	0.0	1.8523320861e-05	5.96658711217e-05	0.00024434941967	0.000298953662182	0.000166913946588	1.45904461758e-05	0.0	3.49101064758e-05	1.76619156114e-05	0.0	2.51193167546e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.000302738896606	0.000482185909456	0.00283346826039	0.0121793489976	0.010450349126	0.00564748280484	0.00321434383985	0.00140490979	0.0020599615845	0.000802432637892	0.00396432111001	0.00321720357279	0.000466107337861	0.00190491000272	0.00416183560139	0.00136755898581	0.000622350149753	0.00668633078654	0.00153911581847	0.00119719855538	0.00110840168477	0.000954092260722	0.00483216525267	0.000504622997786	0.000400940387454	0.00350359932608	0.00619208176941	0.00042116881608	0.00096321268477	0.00117342879873	0.00129156121826	0.00112107623318	0.00198442136499	0.000452303831451	0.00104140321645	0.00244370745331	0.000582843215175	0.000302639012186	0.00160763627229
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.00487943868647	0.00298240914367	0.000654793085385	0.000143709132715	0.000328037864942	0.000813061726767	0.000257690012478	0.000640836044563	0.00361885143223	0.00979812484163	0.00410307234886	0.00334419845066	0.0	0.0	2.440959297e-05	0.0	1.29656281199e-05	0.0	0.000121509143563	0.000518786040665	0.000295573782605	6.36061507148e-05	0.000793065289561	0.000162781612189	0.000546736891983	0.00189538979936	0.000911847657824	2.90461252469e-05	0.000166709887749	0.0	0.0	1.86846038864e-05	0.0	7.29522308792e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	0.00958079566905	0.00310742030538	0.0130482403924	0.0102213120644	0.00448318415421	0.010569802448	0.0133185048554	0.0143941634625	0.00367452606965	0.00511022890447	0.00406342913776	0.00965161071837	0.0368446752786	0.0370679936244	0.00366143894551	0.0254020151846	0.0480635834403	0.0298459997297	0.0102270195832	0.00570664644731	0.0247296731447	0.0116558271185	0.00540390999631	0.0194524026566	0.00718047784804	0.0057627508041	0.00436838645376	0.0086702683862	0.00411217723113	0.00552903739061	0.0372458329697	0.0534005979073	0.0172106824926	0.048542414427	0.0177038546796	0.0145749694537	0.0201875695438	0.00494310386571	0.0409947249435
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	0.000142465363109	7.14349495491e-05	7.14319729511e-05	8.98182079471e-05	4.68625521346e-05	0.000131847847584	9.49384256497e-05	4.9295080351e-05	0.000194861230966	0.000105583241828	0.00013875123885	0.00019049231681	5.5488968793e-05	5.83135715119e-05	1.2204796485e-05	4.71572064071e-05	5.18625124794e-05	9.54054333394e-05	0.000202515239272	0.000119719855538	0.000123155742752	6.36061507148e-05	5.5330136481e-05	6.51126448756e-05	0.000127571941463	7.65814060346e-05	2.12057594843e-05	5.80922504938e-05	1.8523320861e-05	5.96658711217e-05	6.98141199058e-05	3.73692077728e-05	3.70919881306e-05	5.83617847034e-05	8.92631328384e-05	5.23651597137e-05	0.00012363340928	2.01759341458e-05	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.00274245823984	0.00264309313332	0.0032144387828	0.00388014658332	0.00354593311152	0.00336212011339	0.0050181739272	0.0049295080351	0.00261670795869	0.00356871357378	0.00368681863231	0.00416966515684	0.00345141385892	0.0037709442911	0.00118386525905	0.00276655610922	0.00300802572381	0.00336304152521	0.00575143279532	0.00377117544945	0.0052218034927	0.00430931671093	0.00291405385467	0.0062019794244	0.00238741776166	0.00281436667177	0.00277795449244	0.00152492157546	0.00122253917682	0.00157120127287	0.00242604066672	0.00263452914798	0.00163204747774	0.0030202223584	0.00169599952393	0.00148367952522	0.00247266818559	0.00135178758777	0.00241145440844
k__Bacteria;p__TM6;c__SJA-4	0.000284930726217	8.92936869363e-05	0.000250011905329	0.00030538190702	7.81042535576e-05	0.000263695695168	0.000217002115771	0.000394360642808	0.000167023912257	8.44665934623e-05	1.982160555e-05	0.000148160690852	0.000543791894171	0.000680325000972	2.440959297e-05	0.000251505100838	0.000427865727955	0.000341869469466	0.000121509143563	3.99066185127e-05	7.38934456514e-05	0.000254424602859	7.3773515308e-05	0.000341841385597	7.28982522644e-05	0.000114872109052	6.36172784528e-05	0.000116184500988	7.40932834439e-05	5.96658711217e-05	0.000628327079152	0.000541853512706	7.41839762611e-05	0.000802474539671	0.000282666587322	0.000192005585617	0.000494533637118	8.0703736583e-05	0.000778698819392
k__Bacteria;p__TM7;c__TM7-3	0.0131602379172	0.00651843914635	0.0205843135387	0.0106704031041	0.00457690925848	0.03146768629	0.0157869039223	0.0164645568372	0.00211563622192	0.0096291916547	0.0217839444995	0.0102865851077	0.0285546233409	0.0208568207441	0.0360407640203	0.0297404781741	0.00976311797425	0.0148355448843	0.0258409445311	0.0143863359738	0.0157393039237	0.0455897085248	0.0368683142752	0.0365281937752	0.0118824151191	0.0214619390412	0.0348622685921	0.0660073196236	0.0571259215352	0.0473747016706	0.031817785147	0.0213378176383	0.02728115727	0.0140068283288	0.0206792924409	0.0226217489963	0.0819159646055	0.0328867726576	0.0398392363728
k__Bacteria;p__Tenericutes;c__Mollicutes	0.00103287388254	0.0131797481918	0.00333349207105	0.0470827046059	0.0219785369511	0.0126573933681	0.0213475831389	0.00561963916001	0.022993625254	0.000823549286257	0.0134588701685	0.00740803454261	0.000288542637724	0.000194378571706	0.00109843168365	0.00053444833928	7.77937687191e-05	4.77027166697e-05	0.0192591992547	0.0075423508989	0.0122663119781	0.0183980790942	0.0133714496496	0.00911577028259	0.0282298481894	0.0237210905192	0.0111330237292	0.000958522133147	0.00164857555663	0.00021877486078	0.00171044593769	0.000298953662182	0.000908753709199	0.0	0.000178526265677	0.000541106650375	0.0013952913333	0.000988620773142	2.51193167546e-05
k__Bacteria;p__Tenericutes;c__RF3	3.56163407771e-05	0.000321457272971	3.57159864755e-05	0.000772436588345	0.00051548807348	0.000285670336432	0.000447566863777	0.000147885241053	0.000668095649027	2.11166483656e-05	0.000336967294351	0.000211658129789	3.32933812758e-05	0.0	2.440959297e-05	0.0	0.0	0.0	0.000607545717815	0.000119719855538	0.000270942634055	0.000477046130361	0.000276650682405	0.000179059773408	0.000583186018115	0.000363761678664	0.000233263354327	0.0	1.8523320861e-05	0.0	0.0	0.0	0.0	0.0	1.48771888064e-05	1.74550532379e-05	1.76619156114e-05	0.000423694617061	0.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	0.179951561777	0.219430306277	0.119898566598	0.179241215779	0.186075573676	0.21227503461	0.102587750231	0.00049295080351	0.197533613562	0.00587042824563	0.105510406343	0.000338653007662	4.43911750344e-05	5.83135715119e-05	8.54335753951e-05	3.14381376047e-05	2.59312562397e-05	3.18018111131e-05	0.0593167135827	0.0877147474909	0.00174881154708	0.0101610825767	0.00403909996311	3.25563224378e-05	0.0467460042645	0.190745137081	0.00182369531565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.97543776128e-05	0.0	8.83095780568e-05	2.01759341458e-05	0.0
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae]	0.000427396089326	0.000410750959907	0.00032144387828	0.000341309190199	0.00060921317775	0.000593315314127	0.000244127380242	0.0	0.000389722461932	0.0	0.0001982160555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014176066749	0.000139673164794	4.92622971009e-05	1.59015376787e-05	0.0	0.0	9.11228153305e-05	0.000459488436208	0.0	0.0	0.0	0.0	1.74535299764e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__[Caldithrix];c__KSB1	7.12326815543e-05	0.000178587373873	0.000119053288252	0.000143709132715	3.12417014231e-05	2.1974641264e-05	0.000135626322357	0.000197180321404	0.000111349274838	0.000358983022215	0.0001585728444	0.000148160690852	6.65867625516e-05	5.83135715119e-05	4.88191859401e-05	0.000110033481617	6.48281405993e-05	5.5653169448e-05	0.000101257619636	0.000179579783307	0.000123155742752	6.36061507148e-05	0.000129103651789	4.88344836567e-05	7.28982522644e-05	9.57267575433e-05	0.0	0.000101661438364	7.40932834439e-05	3.97772474145e-05	6.98141199058e-05	3.73692077728e-05	0.000111275964392	1.45904461758e-05	0.0	0.0	5.29857468341e-05	0.00014123153902	0.000100477267018
