# Constructed from biom file
#OTU ID	13i	2i	33i	50i	59i	31i	2SM.DN	48SM.DN	8SM.DN	51SM.DN	33SM.DN	50SM.DN	13DAG.SM	39DAG.SM	59DAG.SM	7DAG.SM	26DAG.SM	27DAG.SM	48DN.AN	50DN.AN	51DN.AN	2DN.AE	38DN.AE	8DN.AE	21DN.AE	33DN.AE	45DN.AE	26DAG.AN	49DAG.AN	46DAG.AN	3DAG.AN	54DAG.AN	59DAG.AN	20DAG.AE	34DAG.AE	39DAG.AE	7DAG.AE	27DAG.AE	10DAG.AE
k__Bacteria;p__;c__;o__	0.00049862877088	0.00103580676846	0.000500023810658	0.000538909247683	0.000484246372057	0.000615289955391	0.000651006347312	0.000961254066844	0.000862956879993	0.00147816538559	0.000773042616452	0.0015027727215	0.000577085275447	0.00120514714458	0.000524806248856	0.000550167408083	0.000946490852749	0.000779144372272	0.00111383381599	0.00121715186464	0.000714303307963	0.000985895336079	0.000756178531907	0.000732517254851	0.00109347378397	0.000497779139225	0.000424115189686	0.000813291506913	0.000815026117882	0.000755767700875	0.000628327079152	0.00125186846039	0.000704747774481	0.000627389185561	0.000714105062707	0.000890207715134	0.00128931983963	0.000968444838996	0.000703340869128
k__Bacteria;p__Acidobacteria;c__BPC102;o__MVS-40	0.000178081703886	0.000142869899098	0.00029763322063	0.000197600057484	0.000124966805692	0.000197771771376	0.000461129496013	0.00027112294193	0.000306210505804	0.000274516428752	0.000237859266601	8.46632519155e-05	0.00015536911262	0.000874703572678	4.88191859401e-05	0.000235786032035	0.000285243818637	0.000826847088942	0.000607545717815	0.000279346329589	0.000738934456514	0.000159015376787	0.000276650682405	0.00156270347702	0.000291593009058	0.000172308163578	6.36172784528e-05	0.000232369001975	0.000111139925166	0.000318217979316	0.000837769438869	0.000298953662182	0.000111275964392	0.000437713385275	0.000535578797031	0.000174550532379	0.000176619156114	0.00014123153902	0.0016578749058
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales	0.00012465719272	7.14349495491e-05	8.33373017763e-05	0.000215563699073	7.81042535576e-05	6.59239237919e-05	8.1375793414e-05	0.000123237700877	2.78373187095e-05	0.000126699890193	9.91080277502e-05	8.46632519155e-05	2.21955875172e-05	5.83135715119e-05	1.2204796485e-05	4.71572064071e-05	2.59312562397e-05	1.59009055566e-05	2.02515239272e-05	9.97665462817e-05	4.92622971009e-05	0.000111310763751	5.5330136481e-05	0.000162781612189	3.64491261322e-05	5.7436054526e-05	6.36172784528e-05	5.80922504938e-05	0.0	5.96658711217e-05	1.74535299764e-05	1.86846038864e-05	3.70919881306e-05	4.37713385275e-05	1.48771888064e-05	3.49101064758e-05	8.83095780568e-05	0.0	2.51193167546e-05
k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725	3.56163407771e-05	5.35762121618e-05	7.14319729511e-05	8.98182079471e-05	0.000124966805692	8.78985650559e-05	0.000122063690121	0.000123237700877	2.78373187095e-05	0.00019004983529	1.982160555e-05	8.46632519155e-05	8.87823500688e-05	9.71892858531e-05	3.66143894551e-05	3.14381376047e-05	2.59312562397e-05	4.77027166697e-05	6.07545717815e-05	5.9859927769e-05	4.92622971009e-05	6.36061507148e-05	3.6886757654e-05	6.51126448756e-05	9.11228153305e-05	7.65814060346e-05	8.48230379371e-05	1.45230626234e-05	1.8523320861e-05	0.0	1.74535299764e-05	1.86846038864e-05	0.0	4.37713385275e-05	2.97543776128e-05	5.23651597137e-05	7.06476624455e-05	2.01759341458e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.000427396089326	0.000482185909456	0.000583361112434	0.00061076381404	0.00071855913273	0.000483442107808	0.000732382140726	0.000813368825791	0.00050107173677	0.000717966044429	0.000654112983152	0.000740803454261	0.00047720513162	0.000680325000972	0.000353939098066	0.000361538582454	0.000544556381034	0.000453175808362	0.000607545717815	0.000738272442485	0.000862090199266	0.000810978421613	0.000516414607156	0.00110691496289	0.000583186018115	0.000612651248277	0.000318086392264	0.000290461252469	0.000314896454636	0.000397772474145	0.000349070599529	0.000616591928251	0.000408011869436	0.000700341416441	0.000312420964934	0.000226915692093	0.000370900227839	0.000221935275603	0.000452147701583
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	0.0056095736724	0.00217876596125	0.00145245011667	0.00294603722067	0.00212443569677	0.00435097897027	0.00316009331091	0.00253869663808	0.00208779890321	0.00295633077118	0.00267591674926	0.00234940524066	0.00166466906379	0.000680325000972	0.00225788734973	0.00149331153622	0.00194484421798	0.000818896636163	0.000870815528869	0.00159626474051	0.00236459026084	0.00136753224037	0.00208410180745	0.00319051959891	0.00167665980208	0.00112957573901	0.00167525499926	0.00258510514697	0.00479754010299	0.00294351630867	0.000872676498822	0.000504484304933	0.00178041543027	0.000962969447606	0.00107115759406	0.00144876941875	0.00210176795775	0.00187636187555	0.000527505651846
k__Bacteria;p__Bacteroidetes;c__;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.46475401755e-05	0.0	2.11166483656e-05	0.0	2.11658129789e-05	3.32933812758e-05	7.77514286825e-05	0.000134252761335	7.85953440118e-05	0.000103725024959	0.000135157697231	2.02515239272e-05	0.0	0.0	3.18030753574e-05	1.8443378827e-05	1.62781612189e-05	0.000182245630661	1.91453515087e-05	2.12057594843e-05	1.45230626234e-05	0.0	0.000119331742243	8.72676498822e-05	9.3423019432e-05	9.27299703264e-05	0.000145904461758	5.95087552256e-05	5.23651597137e-05	0.00012363340928	0.000201759341458	7.53579502638e-05
k__Bacteria;p__Bacteroidetes;c__BME43;o__	1.78081703886e-05	0.0	4.76213153007e-05	0.000251490982252	0.000374900417077	0.000153822488848	0.000122063690121	2.46475401755e-05	8.35119561284e-05	2.11166483656e-05	0.00017839444995	8.46632519155e-05	0.0	9.71892858531e-05	0.000183071947275	4.71572064071e-05	1.29656281199e-05	0.00023056313057	0.000101257619636	3.99066185127e-05	4.92622971009e-05	4.77046130361e-05	0.00018443378827	0.0	0.0	9.57267575433e-05	0.000106028797421	2.90461252469e-05	1.8523320861e-05	3.97772474145e-05	3.49070599529e-05	3.73692077728e-05	7.41839762611e-05	0.0	5.95087552256e-05	3.49101064758e-05	1.76619156114e-05	2.01759341458e-05	5.02386335092e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.368646935214	0.375908563265	0.311621981999	0.304681324998	0.306449849259	0.356099061683	0.309322953399	0.360174504584	0.396319906467	0.475525804544	0.345074331021	0.45622909876	0.34091312647	0.313571511877	0.445584914872	0.407674049389	0.433220532369	0.395463471645	0.39273780352	0.458866252968	0.387866696224	0.42690858206	0.399114717816	0.258887876026	0.532594631044	0.371706999541	0.404224187289	0.379240734286	0.359445041307	0.330489260143	0.406318177851	0.391087443946	0.329043026706	0.409553824156	0.378832735766	0.413440390993	0.454229145693	0.527519974175	0.333182617433
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales	0.0059301207394	0.00748281096526	0.00445259298062	0.00434720126464	0.00429573394567	0.00595512778254	0.00580480659686	0.00771468007493	0.0119143724076	0.0117197398429	0.00560951437066	0.0113872073826	0.00549340791051	0.00954398787078	0.00735949228047	0.00724649071789	0.00669026410984	0.00674993440876	0.0103890317746	0.0107747869984	0.00901500036947	0.00839601189435	0.00887126521579	0.00520901159005	0.0108436150243	0.00654771021596	0.0094365629705	0.00739223887533	0.00679805875597	0.00678202068417	0.00771446024959	0.00807174887892	0.00684347181009	0.00650733899443	0.00693276998378	0.00804677954268	0.00960808209258	0.0111169397143	0.0063049485054
